id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A120402,Kobri,Kobri,kobri-120402,ML-A120402,2,15.065,-9.981
ML-A120401,Toukoto,Toukoto,toukoto-120401,ML-A120401,1,15.065,-9.981
