id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A120102,Djidian,Djidian,djidian-120102,ML-A120102,4,13.039,-9.488
ML-A120101,Kita,Kita,kita-120101,ML-A120101,7,13.039,-9.488
