id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A130401,Fana,Fana,fana-130401,ML-A130401,3,12.779,-6.956
ML-A130402,Marka-Coungo,Marka-Coungo,marka-coungo-130402,ML-A130402,3,12.779,-6.956
ML-A130403,Nangola,Nangola,nangola-130403,ML-A130403,1,12.779,-6.956
