id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A070802,Anchawadji,Anchawadji,anchawadji-070802,ML-A070802,1,16.343,0.278
ML-A070801,Djebock,Djebock,djebock-070801,ML-A070801,1,16.343,0.278
ML-A070803,Tacharane,Tacharane,tacharane-070803,ML-A070803,1,16.343,0.278
