id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A180201,Boré,Boré,bor-180201,ML-A180201,1,15.133,-3.483
ML-A180203,Doumbara,Doumbara,doumbara-180203,ML-A180203,1,15.133,-3.483
ML-A180202,N'Doumpa,N'Doumpa,ndoumpa-180202,ML-A180202,1,15.133,-3.483
