id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A040401,Niono,Niono,niono-040401,ML-A040401,7,14.251,-5.987
ML-A040402,Pogo,Pogo,pogo-040402,ML-A040402,1,14.251,-5.987
