id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A160801,Zangasso,Zangasso,zangasso-160801,ML-A160801,2,11.58,-6.027
ML-A160802,Ziéna,Ziéna,zina-160802,ML-A160802,1,11.58,-6.027
