id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A030702,Kaï,Kaï,ka-030702,ML-A030702,1,10.9,-5.6
ML-A030701,Loulouni,Loulouni,loulouni-030701,ML-A030701,2,10.9,-5.6
