id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A040502,Kolongotomo,Kolongotomo,kolongotomo-040502,ML-A040502,3,14.308,-11.506
ML-A040501,Macina,Macina,macina-040501,ML-A040501,1,14.308,-11.506
ML-A040503,Monimpébougou,Monimpébougou,monimpbougou-040503,ML-A040503,1,14.308,-11.506
ML-A040504,Saye,Saye,saye-040504,ML-A040504,2,14.308,-11.506
