id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A110102,Gavinané,Gavinané,gavinan-110102,ML-A110102,3,15.231,-9.594
ML-A110103,Gogui,Gogui,gogui-110103,ML-A110103,1,15.231,-9.594
ML-A110101,Nioro,Nioro,nioro-110101,ML-A110101,5,15.231,-9.594
ML-A110104,Simbi,Simbi,simbi-110104,ML-A110104,1,15.231,-9.594
