id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A070201,Bourem,Bourem,bourem-070201,ML-A070201,1,16.955,-0.349
ML-A070202,Taboye,Taboye,taboye-070202,ML-A070202,1,16.955,-0.349
