id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A190902,Baye,Baye,baye-190902,ML-A190902,1,15.704,-4.108
ML-A190903,Ouenkoro,Ouenkoro,ouenkoro-190903,ML-A190903,1,15.704,-4.108
ML-A190901,Sokoura,Sokoura,sokoura-190901,ML-A190901,1,15.704,-4.108
