id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A070402,Agharous,Agharous,agharous-070402,ML-A070402,1,17.358,0.15
ML-A070401,Almoustrat,Almoustrat,almoustrat-070401,ML-A070401,2,17.358,0.15
ML-A070403,M'Beikit Ljoul,M'Beikit Ljoul,mbeikit-ljoul-070403,ML-A070403,1,17.358,0.15
