id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
ML-C06030101,Arham,Arham,arham-06030101,ML-C06030101,16.257,-3.401
ML-C06030102,Bourem Sidi Amar,Bourem Sidi Amar,bourem-sidi-amar-06030102,ML-C06030102,16.257,-3.401
ML-C06030103,Diré,Diré,dir-06030103,ML-C06030103,16.257,-3.401
ML-C06030104,Kirchamba,Kirchamba,kirchamba-06030104,ML-C06030104,16.257,-3.401
ML-C06030105,Kondi,Kondi,kondi-06030105,ML-C06030105,16.257,-3.401
ML-C06030106,Tienkour,Tienkour,tienkour-06030106,ML-C06030106,16.257,-3.401
ML-C06030107,Tindirma,Tindirma,tindirma-06030107,ML-C06030107,16.257,-3.401
ML-C06030108,Tinguereguif Gari,Tinguereguif Gari,tinguereguif-gari-06030108,ML-C06030108,16.257,-3.401
