id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A170602,Mafouné,Mafouné,mafoun-170602,ML-A170602,1,13.021,-4.463
ML-A170601,Mandiakuy,Mandiakuy,mandiakuy-170601,ML-A170601,3,13.021,-4.463
