id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A130602,Diébé,Diébé,dib-130602,ML-A130602,1,12.217,-6.204
ML-A130601,Ména,Ména,mna-130601,ML-A130601,1,12.217,-6.204
