id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A120302,Madina,Madina,madina-120302,ML-A120302,1,14.461,-9.131
ML-A120301,Sébékoro,Sébékoro,sbkoro-120301,ML-A120301,3,14.461,-9.131
