id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.cercle,children_count.arrondissement,children_count.commune,zip_codes,geo.lat,geo.lon
ML-A060601,3,Arrondissement,Arrondissement,Bintagoungou,Bintagoungou,bintagoungou-060601,ML-A060601,,ML0606,Bintagoungou,Bintagoungou,,,,2,,16.735,-3.735
ML-A060602,3,Arrondissement,Arrondissement,M'Bouna,M'Bouna,mbouna-060602,ML-A060602,,ML0606,Bintagoungou,Bintagoungou,,,,2,,16.735,-3.735
ML-A060701,3,Arrondissement,Arrondissement,Saraféré,Saraféré,sarafr-060701,ML-A060701,,ML0607,Saraféré,Sarafere,,,,1,,15.824,-3.694
ML-A060702,3,Arrondissement,Arrondissement,Banikane,Banikane,banikane-060702,ML-A060702,,ML0607,Saraféré,Sarafere,,,,1,,15.824,-3.694
ML-A060703,3,Arrondissement,Arrondissement,Koumaïra,Koumaïra,koumara-060703,ML-A060703,,ML0607,Saraféré,Sarafere,,,,1,,15.824,-3.694
ML-A060704,3,Arrondissement,Arrondissement,N'Gorkou,N'Gorkou,ngorkou-060704,ML-A060704,,ML0607,Saraféré,Sarafere,,,,1,,15.824,-3.694
ML-A060801,3,Arrondissement,Arrondissement,Bambara-Maoudé,Bambara-Maoudé,bambara-maoud-060801,ML-A060801,,ML0608,Bambara-Maoudé,Bambara-Maoude,,,,1,,15.851,-2.786
ML-A060802,3,Arrondissement,Arrondissement,Inadiatafane,Inadiatafane,inadiatafane-060802,ML-A060802,,ML0608,Bambara-Maoudé,Bambara-Maoude,,,,1,,15.851,-2.786
ML-A060803,3,Arrondissement,Arrondissement,Haribomo,Haribomo,haribomo-060803,ML-A060803,,ML0608,Bambara-Maoudé,Bambara-Maoude,,,,1,,15.851,-2.786
ML-A060901,3,Arrondissement,Arrondissement,Léré,Léré,lr-060901,ML-A060901,,ML0609,Léré,Lere,,,,1,,15.712,-4.912
ML-A060902,3,Arrondissement,Arrondissement,Dianké,Dianké,diank-060902,ML-A060902,,ML0609,Léré,Lere,,,,1,,15.712,-4.912
ML-A061001,3,Arrondissement,Arrondissement,Gossi,Gossi,gossi-061001,ML-A061001,,ML0610,Gossi,Gossi,,,,1,,15.82,-1.291
ML-A061002,3,Arrondissement,Arrondissement,Ouinerden,Ouinerden,ouinerden-061002,ML-A061002,,ML0610,Gossi,Gossi,,,,1,,15.82,-1.291
ML-A061101,3,Arrondissement,Arrondissement,Tonka,Tonka,tonka-061101,ML-A061101,,ML0611,Tonka,Tonka,,,,1,,16.129,-3.748
ML-A061102,3,Arrondissement,Arrondissement,Mékoreye,Mékoreye,mkoreye-061102,ML-A061102,,ML0611,Tonka,Tonka,,,,1,,16.129,-3.748
ML-A061201,3,Arrondissement,Arrondissement,Ber,Ber,ber-061201,ML-A061201,,ML0612,Ber,Ber,,,,1,,16.835,-2.532
ML-A061202,3,Arrondissement,Arrondissement,Zarho,Zarho,zarho-061202,ML-A061202,,ML0612,Ber,Ber,,,,1,,16.835,-2.532
ML-A061301,3,Arrondissement,Arrondissement,Gargando,Gargando,gargando-061301,ML-A061301,,ML0613,Gargando,Gargando,,,,1,,16.463,-4.173
ML-A061302,3,Arrondissement,Arrondissement,Raz-Elma,Raz-Elma,raz-elma-061302,ML-A061302,,ML0613,Gargando,Gargando,,,,1,,16.463,-4.173
ML-A061303,3,Arrondissement,Arrondissement,Tilemsi,Tilemsi,tilemsi-061303,ML-A061303,,ML0613,Gargando,Gargando,,,,2,,16.463,-4.173
ML-A070101,3,Arrondissement,Arrondissement,Gao,Gao,gao-070101,ML-A070101,,ML0701,Gao,Gao,,,,1,,16.272,-0.045
ML-A070102,3,Arrondissement,Arrondissement,Gounzoureye,Gounzoureye,gounzoureye-070102,ML-A070102,,ML0701,Gao,Gao,,,,1,,16.272,-0.045
ML-A070201,3,Arrondissement,Arrondissement,Bourem,Bourem,bourem-070201,ML-A070201,,ML0702,Bourem,Bourem,,,,1,,16.955,-0.349
ML-A070202,3,Arrondissement,Arrondissement,Taboye,Taboye,taboye-070202,ML-A070202,,ML0702,Bourem,Bourem,,,,1,,16.955,-0.349
ML-A070301,3,Arrondissement,Arrondissement,Ansongo,Ansongo,ansongo-070301,ML-A070301,,ML0703,Ansongo,Ansongo,,,,3,,15.66,0.502
ML-A070302,3,Arrondissement,Arrondissement,Tin-Hamma,Tin-Hamma,tin-hamma-070302,ML-A070302,,ML0703,Ansongo,Ansongo,,,,1,,15.66,0.502
ML-A070401,3,Arrondissement,Arrondissement,Almoustrat,Almoustrat,almoustrat-070401,ML-A070401,,ML0704,Almoustrat,Almoustrat,,,,2,,17.358,0.15
ML-A070402,3,Arrondissement,Arrondissement,Agharous,Agharous,agharous-070402,ML-A070402,,ML0704,Almoustrat,Almoustrat,,,,1,,17.358,0.15
ML-A070403,3,Arrondissement,Arrondissement,M'Beikit Ljoul,M'Beikit Ljoul,mbeikit-ljoul-070403,ML-A070403,,ML0704,Almoustrat,Almoustrat,,,,1,,17.358,0.15
ML-A070501,3,Arrondissement,Arrondissement,Bamba,Bamba,bamba-070501,ML-A070501,,ML0705,Bamba,Bamba,,,,1,,17.034,-1.404
ML-A070502,3,Arrondissement,Arrondissement,Téméra,Téméra,tmra-070502,ML-A070502,,ML0705,Bamba,Bamba,,,,1,,17.034,-1.404
ML-A070601,3,Arrondissement,Arrondissement,Ouattagouna,Ouattagouna,ouattagouna-070601,ML-A070601,,ML0706,Ouattagouna,Ouattagouna,,,,1,,15.182,0.722
ML-A070602,3,Arrondissement,Arrondissement,Fafa,Fafa,fafa-070602,ML-A070602,,ML0706,Ouattagouna,Ouattagouna,,,,1,,15.182,0.722
ML-A070603,3,Arrondissement,Arrondissement,Labbézanga,Labbézanga,labbzanga-070603,ML-A070603,,ML0706,Ouattagouna,Ouattagouna,,,,1,,15.182,0.722
ML-A070701,3,Arrondissement,Arrondissement,Soni Aliber,Soni Aliber,soni-aliber-070701,ML-A070701,,,,,,,,1,,16.5,-3.5
ML-A070702,3,Arrondissement,Arrondissement,Magnadaoué,Magnadaoué,magnadaou-070702,ML-A070702,,,,,,,,1,,15.5,-1.5
ML-A070801,3,Arrondissement,Arrondissement,Djebock,Djebock,djebock-070801,ML-A070801,,ML0708,Djebock,Djebock,,,,1,,16.343,0.278
ML-A070802,3,Arrondissement,Arrondissement,Anchawadji,Anchawadji,anchawadji-070802,ML-A070802,,ML0708,Djebock,Djebock,,,,1,,16.343,0.278
ML-A070803,3,Arrondissement,Arrondissement,Tacharane,Tacharane,tacharane-070803,ML-A070803,,ML0708,Djebock,Djebock,,,,1,,16.343,0.278
ML-A070901,3,Arrondissement,Arrondissement,Talataye,Talataye,talataye-070901,ML-A070901,,ML0709,Talataye,Talataye,,,,1,,16.531,1.516
ML-A070902,3,Arrondissement,Arrondissement,Indélimane,Indélimane,indlimane-070902,ML-A070902,,ML0709,Talataye,Talataye,,,,1,,16.531,1.516
ML-A071001,3,Arrondissement,Arrondissement,Tessit,Tessit,tessit-071001,ML-A071001,,ML0710,Téssit,Tessit,,,,1,,15.217,-0.3
ML-A071002,3,Arrondissement,Arrondissement,Aroun,Aroun,aroun-071002,ML-A071002,,ML0710,Téssit,Tessit,,,,1,,15.217,-0.3
ML-A071003,3,Arrondissement,Arrondissement,Keygouroutane,Keygouroutane,keygouroutane-071003,ML-A071003,,ML0710,Téssit,Tessit,,,,1,,15.217,-0.3
ML-A071004,3,Arrondissement,Arrondissement,Famlbougou,Famlbougou,famlbougou-071004,ML-A071004,,ML0710,Téssit,Tessit,,,,1,,15.217,-0.3
ML-A071101,3,Arrondissement,Arrondissement,N'Tillit,N'Tillit,ntillit-071101,ML-A071101,,ML0711,N'tillit,Ntillit,,,,1,,16.272,-0.045
ML-A071102,3,Arrondissement,Arrondissement,Tihigrine,Tihigrine,tihigrine-071102,ML-A071102,,ML0711,N'tillit,Ntillit,,,,1,,16.272,-0.045
ML-A071201,3,Arrondissement,Arrondissement,Haoussa-Foulane,Haoussa-Foulane,haoussa-foulane-071201,ML-A071201,,,,,,,,1,,15.995,0.132
ML-A071202,3,Arrondissement,Arrondissement,Zinda,Zinda,zinda-071202,ML-A071202,,,,,,,,1,,16.024,0.077
ML-A071301,3,Arrondissement,Arrondissement,Ersane,Ersane,ersane-071301,ML-A071301,,ML0713,Ersane,Ersane,,,,1,,16.959,1.808
ML-A071302,3,Arrondissement,Arrondissement,Ghnou,Ghnou,ghnou-071302,ML-A071302,,ML0713,Ersane,Ersane,,,,1,,16.959,1.808
ML-A071401,3,Arrondissement,Arrondissement,Tabankort,Tabankort,tabankort-071401,ML-A071401,,ML0714,Tabankort,Tabankort,,,,1,,17.82,0.314
ML-A071402,3,Arrondissement,Arrondissement,Tameglelte,Tameglelte,tameglelte-071402,ML-A071402,,ML0714,Tabankort,Tabankort,,,,1,,17.82,0.314
ML-A071403,3,Arrondissement,Arrondissement,Krefinatt,Krefinatt,krefinatt-071403,ML-A071403,,ML0714,Tabankort,Tabankort,,,,1,,17.82,0.314
ML-A071404,3,Arrondissement,Arrondissement,Aslar,Aslar,aslar-071404,ML-A071404,,ML0714,Tabankort,Tabankort,,,,1,,17.82,0.314
ML-A071501,3,Arrondissement,Arrondissement,Tin-Aouker,Tin-Aouker,tin-aouker-071501,ML-A071501,,ML0715,Tin-Aouker,Tin-Aouker,,,,1,,13.071,-6.835
ML-A071502,3,Arrondissement,Arrondissement,Amastrakat,Amastrakat,amastrakat-071502,ML-A071502,,ML0715,Tin-Aouker,Tin-Aouker,,,,1,,13.071,-6.835
ML-A071601,3,Arrondissement,Arrondissement,Kassambéré,Kassambéré,kassambr-071601,ML-A071601,,ML0716,Kassambéré,Kassambere,,,,1,,16.272,-0.045
ML-A071602,3,Arrondissement,Arrondissement,Tougoumbar,Tougoumbar,tougoumbar-071602,ML-A071602,,ML0716,Kassambéré,Kassambere,,,,1,,16.272,-0.045
ML-A071603,3,Arrondissement,Arrondissement,Tahbanat,Tahbanat,tahbanat-071603,ML-A071603,,ML0716,Kassambéré,Kassambere,,,,1,,16.272,-0.045
ML-A071604,3,Arrondissement,Arrondissement,Iniyiss,Iniyiss,iniyiss-071604,ML-A071604,,ML0716,Kassambéré,Kassambere,,,,1,,16.272,-0.045
ML-A080101,3,Arrondissement,Arrondissement,Kidal,Kidal,kidal-080101,ML-A080101,,ML0801,Kidal,Kidal,,,,1,,18.461,1.385
ML-A080102,3,Arrondissement,Arrondissement,Essouk,Essouk,essouk-080102,ML-A080102,,ML0801,Kidal,Kidal,,,,1,,18.461,1.385
ML-A080103,3,Arrondissement,Arrondissement,Agharous,Agharous,agharous-080103,ML-A080103,,ML0801,Kidal,Kidal,,,,1,,18.461,1.385
ML-A080201,3,Arrondissement,Arrondissement,Abeïbara,Abeïbara,abebara-080201,ML-A080201,,ML0802,AbeÏbara,Abelbara,,,,1,,19.29,1.83
ML-A080202,3,Arrondissement,Arrondissement,Boghassa,Boghassa,boghassa-080202,ML-A080202,,ML0802,AbeÏbara,Abelbara,,,,1,,19.29,1.83
ML-A080203,3,Arrondissement,Arrondissement,Tinzawatène,Tinzawatène,tinzawatne-080203,ML-A080203,,ML0802,AbeÏbara,Abelbara,,,,1,,19.29,1.83
ML-A080301,3,Arrondissement,Arrondissement,Tin-Essako,Tin-Essako,tin-essako-080301,ML-A080301,,ML0803,Tin-Essako,Tin-Essako,,,,2,,18.451,2.49
ML-A080302,3,Arrondissement,Arrondissement,Gueljiat,Gueljiat,gueljiat-080302,ML-A080302,,ML0803,Tin-Essako,Tin-Essako,,,,1,,18.451,2.49
ML-A080303,3,Arrondissement,Arrondissement,Anagarous,Anagarous,anagarous-080303,ML-A080303,,ML0803,Tin-Essako,Tin-Essako,,,,1,,18.451,2.49
ML-A080401,3,Arrondissement,Arrondissement,Tessalit,Tessalit,tessalit-080401,ML-A080401,,ML0804,Tessalit,Tessalit,,,,1,,20.271,0.697
ML-A080402,3,Arrondissement,Arrondissement,Terist,Terist,terist-080402,ML-A080402,,ML0804,Tessalit,Tessalit,,,,1,,20.271,0.697
ML-A080403,3,Arrondissement,Arrondissement,Ikadhawatène,Ikadhawatène,ikadhawatne-080403,ML-A080403,,ML0804,Tessalit,Tessalit,,,,1,,20.271,0.697
ML-A080404,3,Arrondissement,Arrondissement,Abanco,Abanco,abanco-080404,ML-A080404,,ML0804,Tessalit,Tessalit,,,,1,,20.271,0.697
ML-A080501,3,Arrondissement,Arrondissement,Achibogho,Achibogho,achibogho-080501,ML-A080501,,ML0805,Achibogho,Achibogho,,,,1,,18.461,1.385
ML-A080502,3,Arrondissement,Arrondissement,Imbulal,Imbulal,imbulal-080502,ML-A080502,,ML0805,Achibogho,Achibogho,,,,1,,18.461,1.385
ML-A080503,3,Arrondissement,Arrondissement,Infalfalane,Infalfalane,infalfalane-080503,ML-A080503,,ML0805,Achibogho,Achibogho,,,,1,,18.461,1.385
ML-A080601,3,Arrondissement,Arrondissement,Anéfif,Anéfif,anfif-080601,ML-A080601,,ML0806,Anéfif,Anefi,,,,1,,18.007,-0.532
ML-A080602,3,Arrondissement,Arrondissement,Dadate,Dadate,dadate-080602,ML-A080602,,ML0806,Anéfif,Anefi,,,,1,,18.007,-0.532
ML-A080603,3,Arrondissement,Arrondissement,Teknewène,Teknewène,teknewne-080603,ML-A080603,,ML0806,Anéfif,Anefi,,,,1,,18.007,-0.532
ML-A080701,3,Arrondissement,Arrondissement,Timétrine,Timétrine,timtrine-080701,ML-A080701,,ML0807,Timétrine,Timetrine,,,,1,,19.333,-0.582
ML-A080702,3,Arrondissement,Arrondissement,Almahmoud,Almahmoud,almahmoud-080702,ML-A080702,,ML0807,Timétrine,Timetrine,,,,1,,19.333,-0.582
ML-A080703,3,Arrondissement,Arrondissement,Tayhoten,Tayhoten,tayhoten-080703,ML-A080703,,ML0807,Timétrine,Timetrine,,,,1,,19.333,-0.582
ML-A080801,3,Arrondissement,Arrondissement,Aguel-Hoc,Aguel-Hoc,aguel-hoc-080801,ML-A080801,,ML0808,Aguel-Hoc,Aguelhoc,,,,1,,19.454,0.856
ML-A080802,3,Arrondissement,Arrondissement,Taghlit,Taghlit,taghlit-080802,ML-A080802,,ML0808,Aguel-Hoc,Aguelhoc,,,,1,,19.454,0.856
ML-A080803,3,Arrondissement,Arrondissement,Tadjmart,Tadjmart,tadjmart-080803,ML-A080803,,ML0808,Aguel-Hoc,Aguelhoc,,,,1,,19.454,0.856
ML-A080901,3,Arrondissement,Arrondissement,Takalote,Takalote,takalote-080901,ML-A080901,,ML0809,Takalote,Takalote,,,,1,,18.461,1.385
ML-A080902,3,Arrondissement,Arrondissement,Amassine,Amassine,amassine-080902,ML-A080902,,ML0809,Takalote,Takalote,,,,1,,18.461,1.385
ML-A080903,3,Arrondissement,Arrondissement,Tassik,Tassik,tassik-080903,ML-A080903,,ML0809,Takalote,Takalote,,,,1,,18.461,1.385
ML-A080904,3,Arrondissement,Arrondissement,Touzek,Touzek,touzek-080904,ML-A080904,,ML0809,Takalote,Takalote,,,,1,,18.461,1.385
ML-A090101,3,Arrondissement,Arrondissement,Taoudenni,Taoudenni,taoudenni-090101,ML-A090101,,ML0901,Taoudenni,Taoudenni,,,,1,,22.677,-3.979
ML-A090102,3,Arrondissement,Arrondissement,Teghaza,Teghaza,teghaza-090102,ML-A090102,,ML0901,Taoudenni,Taoudenni,,,,1,,22.677,-3.979
ML-A090103,3,Arrondissement,Arrondissement,Zouelya,Zouelya,zouelya-090103,ML-A090103,,ML0901,Taoudenni,Taoudenni,,,,1,,22.677,-3.979
ML-A090104,3,Arrondissement,Arrondissement,Alhank,Alhank,alhank-090104,ML-A090104,,ML0901,Taoudenni,Taoudenni,,,,1,,22.677,-3.979
ML-A090201,3,Arrondissement,Arrondissement,Araouane,Araouane,araouane-090201,ML-A090201,,ML0902,Araouane,Araouane,,,,1,,18.905,-3.526
ML-A090202,3,Arrondissement,Arrondissement,Achamour,Achamour,achamour-090202,ML-A090202,,ML0902,Araouane,Araouane,,,,1,,18.905,-3.526
ML-A090203,3,Arrondissement,Arrondissement,M'Back-Sama,M'Back-Sama,mback-sama-090203,ML-A090203,,ML0902,Araouane,Araouane,,,,1,,18.905,-3.526
ML-A090204,3,Arrondissement,Arrondissement,Tinéguelhadj (Tengoutranat),Tinéguelhadj (Tengoutranat),tinguelhadj-tengoutranat-090204,ML-A090204,,ML0902,Araouane,Araouane,,,,1,,18.905,-3.526
ML-A090205,3,Arrondissement,Arrondissement,Wade Lahjare,Wade Lahjare,wade-lahjare-090205,ML-A090205,,ML0902,Araouane,Araouane,,,,1,,18.905,-3.526
ML-A090301,3,Arrondissement,Arrondissement,Foum-Elba,Foum-Elba,foum-elba-090301,ML-A090301,,ML0903,Foum-Elba,Foum-Elba,,,,1,,22.677,-3.979
ML-A090302,3,Arrondissement,Arrondissement,Alougla,Alougla,alougla-090302,ML-A090302,,ML0903,Foum-Elba,Foum-Elba,,,,1,,22.677,-3.979
ML-A090303,3,Arrondissement,Arrondissement,Bougwera,Bougwera,bougwera-090303,ML-A090303,,ML0903,Foum-Elba,Foum-Elba,,,,1,,22.677,-3.979
ML-A090304,3,Arrondissement,Arrondissement,Lamhaïmide,Lamhaïmide,lamhamide-090304,ML-A090304,,ML0903,Foum-Elba,Foum-Elba,,,,1,,22.677,-3.979
ML-A090305,3,Arrondissement,Arrondissement,Touwal,Touwal,touwal-090305,ML-A090305,,ML0903,Foum-Elba,Foum-Elba,,,,1,,22.677,-3.979
ML-A090401,3,Arrondissement,Arrondissement,Boû-Djebeha,Boû-Djebeha,bo-djebeha-090401,ML-A090401,,ML0904,Boû-Djebeha,Bou-Djebeha,,,,1,,22.677,-3.979
ML-A090402,3,Arrondissement,Arrondissement,Agouni,Agouni,agouni-090402,ML-A090402,,ML0904,Boû-Djebeha,Bou-Djebeha,,,,1,,22.677,-3.979
ML-A090403,3,Arrondissement,Arrondissement,Erg-Lakhal,Erg-Lakhal,erg-lakhal-090403,ML-A090403,,ML0904,Boû-Djebeha,Bou-Djebeha,,,,1,,22.677,-3.979
ML-A090404,3,Arrondissement,Arrondissement,Limgassim,Limgassim,limgassim-090404,ML-A090404,,ML0904,Boû-Djebeha,Bou-Djebeha,,,,1,,22.677,-3.979
ML-A090405,3,Arrondissement,Arrondissement,Tichift,Tichift,tichift-090405,ML-A090405,,ML0904,Boû-Djebeha,Bou-Djebeha,,,,1,,22.677,-3.979
ML-A090501,3,Arrondissement,Arrondissement,Al-Ourche,Al-Ourche,al-ourche-090501,ML-A090501,,ML0905,Al-Ourche,Al-Ourche,,,,1,,22.677,-3.979
ML-A090502,3,Arrondissement,Arrondissement,Diaba,Diaba,diaba-090502,ML-A090502,,ML0905,Al-Ourche,Al-Ourche,,,,1,,22.677,-3.979
ML-A090503,3,Arrondissement,Arrondissement,Oum-Laazam,Oum-Laazam,oum-laazam-090503,ML-A090503,,ML0905,Al-Ourche,Al-Ourche,,,,1,,22.677,-3.979
ML-A090504,3,Arrondissement,Arrondissement,Tamagounite,Tamagounite,tamagounite-090504,ML-A090504,,ML0905,Al-Ourche,Al-Ourche,,,,1,,22.677,-3.979
ML-A090505,3,Arrondissement,Arrondissement,Ziriba,Ziriba,ziriba-090505,ML-A090505,,ML0905,Al-Ourche,Al-Ourche,,,,1,,22.677,-3.979
ML-A090506,3,Arrondissement,Arrondissement,Nibkt-Elk,Nibkt-Elk,nibkt-elk-090506,ML-A090506,,ML0905,Al-Ourche,Al-Ourche,,,,1,,22.677,-3.979
ML-A090601,3,Arrondissement,Arrondissement,Achouratt,Achouratt,achouratt-090601,ML-A090601,,ML0906,Achouratt,Achouratt,,,,1,,22.677,-3.979
ML-A090602,3,Arrondissement,Arrondissement,Alfacrouna,Alfacrouna,alfacrouna-090602,ML-A090602,,ML0906,Achouratt,Achouratt,,,,1,,22.677,-3.979
ML-A090603,3,Arrondissement,Arrondissement,Algatara,Algatara,algatara-090603,ML-A090603,,ML0906,Achouratt,Achouratt,,,,1,,22.677,-3.979
ML-A090604,3,Arrondissement,Arrondissement,Almatala,Almatala,almatala-090604,ML-A090604,,ML0906,Achouratt,Achouratt,,,,1,,22.677,-3.979
ML-A090605,3,Arrondissement,Arrondissement,Liraka,Liraka,liraka-090605,ML-A090605,,ML0906,Achouratt,Achouratt,,,,1,,22.677,-3.979
ML-A100101,3,Arrondissement,Arrondissement,Ménaka,Ménaka,mnaka-100101,ML-A100101,,ML1001,Ménaka,Menaka,,,,4,,15.92,2.396
ML-A100102,3,Arrondissement,Arrondissement,Infoukarétane,Infoukarétane,infoukartane-100102,ML-A100102,,ML1001,Ménaka,Menaka,,,,3,,15.92,2.396
ML-A100103,3,Arrondissement,Arrondissement,Izgarat,Izgarat,izgarat-100103,ML-A100103,,ML1001,Ménaka,Menaka,,,,1,,15.92,2.396
ML-A100104,3,Arrondissement,Arrondissement,Haïgana,Haïgana,hagana-100104,ML-A100104,,ML1001,Ménaka,Menaka,,,,1,,15.92,2.396
ML-A100201,3,Arrondissement,Arrondissement,Tidermène,Tidermène,tidermne-100201,ML-A100201,,ML1002,Tidermène,Tidermene,,,,3,,16.592,2.415
ML-A100202,3,Arrondissement,Arrondissement,Inhinita,Inhinita,inhinita-100202,ML-A100202,,ML1002,Tidermène,Tidermene,,,,1,,16.592,2.415
ML-A100203,3,Arrondissement,Arrondissement,Tin-Djeret,Tin-Djeret,tin-djeret-100203,ML-A100203,,ML1002,Tidermène,Tidermene,,,,1,,16.592,2.415
ML-A100301,3,Arrondissement,Arrondissement,Inékar,Inékar,inkar-100301,ML-A100301,,ML1003,Inékar,Inekar,,,,1,,15.959,3.141
ML-A100302,3,Arrondissement,Arrondissement,Tadriante,Tadriante,tadriante-100302,ML-A100302,,ML1003,Inékar,Inekar,,,,1,,15.959,3.141
ML-A100303,3,Arrondissement,Arrondissement,Aghazraghane,Aghazraghane,aghazraghane-100303,ML-A100303,,ML1003,Inékar,Inekar,,,,1,,15.959,3.141
ML-A100401,3,Arrondissement,Arrondissement,Andéramboukane,Andéramboukane,andramboukane-100401,ML-A100401,,ML1004,Andéramboukane,Anderamboukane,,,,3,,15.422,3.022
ML-A100402,3,Arrondissement,Arrondissement,Azawak (In Chinanane),Azawak (In Chinanane),azawak-in-chinanane-100402,ML-A100402,,ML1004,Andéramboukane,Anderamboukane,,,,1,,15.422,3.022
ML-A100403,3,Arrondissement,Arrondissement,Tamalet,Tamalet,tamalet-100403,ML-A100403,,ML1004,Andéramboukane,Anderamboukane,,,,1,,15.422,3.022
ML-A100501,3,Arrondissement,Arrondissement,Anouzagrène,Anouzagrène,anouzagrne-100501,ML-A100501,,ML1005,Anouzagrène,Anouzagrene,,,,1,,15.537,2.497
ML-A100502,3,Arrondissement,Arrondissement,Tissalatène,Tissalatène,tissalatne-100502,ML-A100502,,ML1005,Anouzagrène,Anouzagrene,,,,1,,15.537,2.497
ML-A100601,3,Arrondissement,Arrondissement,Inlamawane,Inlamawane,inlamawane-100601,ML-A100601,,ML1006,Inlamawane (Fanfi),Inlamawane (Fanfi),,,,1,,15.92,2.396
ML-A100602,3,Arrondissement,Arrondissement,Alata (Sahen),Alata (Sahen),alata-sahen-100602,ML-A100602,,ML1006,Inlamawane (Fanfi),Inlamawane (Fanfi),,,,1,,15.92,2.396
ML-A100603,3,Arrondissement,Arrondissement,Tissouakh,Tissouakh,tissouakh-100603,ML-A100603,,ML1006,Inlamawane (Fanfi),Inlamawane (Fanfi),,,,1,,15.92,2.396
ML-A110101,3,Arrondissement,Arrondissement,Nioro,Nioro,nioro-110101,ML-A110101,,ML1101,Nioro,Nioro,,,,5,,15.231,-9.594
ML-A110102,3,Arrondissement,Arrondissement,Gavinané,Gavinané,gavinan-110102,ML-A110102,,ML1101,Nioro,Nioro,,,,3,,15.231,-9.594
ML-A110103,3,Arrondissement,Arrondissement,Gogui,Gogui,gogui-110103,ML-A110103,,ML1101,Nioro,Nioro,,,,1,,15.231,-9.594
ML-A110104,3,Arrondissement,Arrondissement,Simbi,Simbi,simbi-110104,ML-A110104,,ML1101,Nioro,Nioro,,,,1,,15.231,-9.594
ML-A110201,3,Arrondissement,Arrondissement,Diéma,Diéma,dima-110201,ML-A110201,,,,,,,,3,,14.54,-9.192
ML-A110202,3,Arrondissement,Arrondissement,Dioumara,Dioumara,dioumara-110202,ML-A110202,,,,,,,,2,,14.538,-8.566
ML-A110301,3,Arrondissement,Arrondissement,Diangounté Camara,Diangounté Camara,diangount-camara-110301,ML-A110301,,,,,,,,3,,14.545,-9.514
ML-A110302,3,Arrondissement,Arrondissement,Diéoura,Diéoura,dioura-110302,ML-A110302,,,,,,,,1,,14.3,-9.851
ML-A110401,3,Arrondissement,Arrondissement,Sandaré,Sandaré,sandar-110401,ML-A110401,,,,,,,,1,,14.704,-10.306
ML-A110402,3,Arrondissement,Arrondissement,Lakamané,Lakamané,lakaman-110402,ML-A110402,,,,,,,,2,,14.51,-9.91
ML-A110501,3,Arrondissement,Arrondissement,Troungoumbé,Troungoumbé,troungoumb-110501,ML-A110501,,,,,,,,4,,14.763,-9.964
ML-A110502,3,Arrondissement,Arrondissement,Koréra Koré,Koréra Koré,korra-kor-110502,ML-A110502,,,,,,,,1,,15.141,-8.955
ML-A110601,3,Arrondissement,Arrondissement,Béma,Béma,bma-110601,ML-A110601,,,,,,,,3,,15.733,-4.193
ML-A110602,3,Arrondissement,Arrondissement,Grouméra,Grouméra,groumra-110602,ML-A110602,,,,,,,,1,,14.829,-9.14
ML-A120101,3,Arrondissement,Arrondissement,Kita,Kita,kita-120101,ML-A120101,,ML1201,Kita,Kita,,,,7,,13.039,-9.488
ML-A120102,3,Arrondissement,Arrondissement,Djidian,Djidian,djidian-120102,ML-A120102,,ML1201,Kita,Kita,,,,4,,13.039,-9.488
ML-A120201,3,Arrondissement,Arrondissement,Sagabari,Sagabari,sagabari-120201,ML-A120201,,ML1202,Sagabari,Sagabari,,,,1,,12.583,-9.8
ML-A120202,3,Arrondissement,Arrondissement,Kokofata,Kokofata,kokofata-120202,ML-A120202,,ML1202,Sagabari,Sagabari,,,,3,,12.583,-9.8
ML-A120203,3,Arrondissement,Arrondissement,Balia,Balia,balia-120203,ML-A120203,,ML1202,Sagabari,Sagabari,,,,1,,12.583,-9.8
ML-A120204,3,Arrondissement,Arrondissement,Gallé,Gallé,gall-120204,ML-A120204,,ML1202,Sagabari,Sagabari,,,,1,,12.583,-9.8
ML-A120301,3,Arrondissement,Arrondissement,Sébékoro,Sébékoro,sbkoro-120301,ML-A120301,,ML1203,Sébékoro,Sebekoro,,,,3,,14.461,-9.131
ML-A120302,3,Arrondissement,Arrondissement,Madina,Madina,madina-120302,ML-A120302,,ML1203,Sébékoro,Sebekoro,,,,1,,14.461,-9.131
ML-A120401,3,Arrondissement,Arrondissement,Toukoto,Toukoto,toukoto-120401,ML-A120401,,ML1204,Toukoto,Toukoto,,,,1,,15.065,-9.981
ML-A120402,3,Arrondissement,Arrondissement,Kobri,Kobri,kobri-120402,ML-A120402,,ML1204,Toukoto,Toukoto,,,,2,,15.065,-9.981
ML-A120501,3,Arrondissement,Arrondissement,Séféto,Séféto,sfto-120501,ML-A120501,,ML1205,Séféto,Sefeto,,,,3,,14.14,-9.827
ML-A120502,3,Arrondissement,Arrondissement,Kourouninkoto,Kourouninkoto,kourouninkoto-120502,ML-A120502,,ML1205,Séféto,Sefeto,,,,3,,14.14,-9.827
ML-A120601,3,Arrondissement,Arrondissement,Sirakoro,Sirakoro,sirakoro-120601,ML-A120601,,ML1206,Sirakoro,Sirakoro,,,,2,,12.765,-8.017
ML-A120602,3,Arrondissement,Arrondissement,Makono,Makono,makono-120602,ML-A120602,,ML1206,Sirakoro,Sirakoro,,,,1,,12.765,-8.017
