id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
ML-A050405,Ambiri,Ambiri,ambiri-050405,ML-A050405,2,15.368,-4.263
ML-A050406,Dogo,Dogo,dogo-050406,ML-A050406,1,15.368,-4.263
ML-A050402,Gathi-Loumo,Gathi-Loumo,gathi-loumo-050402,ML-A050402,1,15.368,-4.263
ML-A050403,Guidio-Saré,Guidio-Saré,guidio-sar-050403,ML-A050403,1,15.368,-4.263
ML-A050404,Sah,Sah,sah-050404,ML-A050404,1,15.368,-4.263
ML-A050401,Youwarou,Youwarou,youwarou-050401,ML-A050401,1,15.368,-4.263
